"title","content","date","variant","images","verified","author","rating","product","url" 
"Awesome sound","So I caved in and purchased  them. I had a cheaper brand that was just ok. The AirPods have great sound and I love that. They are very easy on my ears, and the medium fit well. I love that I can check on my phone to make sure that it’s the right size in my ear. I have no problem talking on the phone and the person I’m talking to says the voice is coming across crystal clear. I like the noise cancellation, but I still think my Bose wireless headphones are the best at noise cancellation. Anyway, I still love them and I’m very happy that I purchased them.","02 Jul 2020","Style: AirPods","","Verified Purchase","Judi","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_7?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=7"
"Great product","Hot this as a gift for someone. They were very pleased.","02 Jul 2020","Style: AirPods","","Verified Purchase","nik","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_7?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=7"
"Work great but they hurt and slip off after 15 minutes.","Noise cancelling is great but I’m giving them away to a big ear holed family member.. I can’t wear them. They hurt and they slip off after a while even when not moving. Apple should work on fixing this. The regular AirPods don’t hurt and tend to stay in place unless I go running.","02 Jul 2020","Style: AirPods","","Verified Purchase","C. Rodriguez","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_7?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=7"
"Sound","Great product best decision made on headphones","02 Jul 2020","Style: AirPods","","Verified Purchase","David L Crawford","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_7?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=7"
"Great for music, conference calls, and any other applications through iPhone","I bought this as a gift for my girlfriend's birthday and she really enjoys them. Since she has been working exclusively from home since the pandemic, they have been her go to for daily conference calls and listening to music while working. Both her personal and work phones are iPhones, so the interface works perfectly. For comparison, i have a pair of Sony WH-1000X3's. While I love them for the quality, the interface is no where as smooth as the AirPods Pro when it comes to interfacing with both my iPhone and my iMac. Another great features is the multiple sized earpieces. This has allowed her to really customize the fit of them and maximize sound quality and comfort. The only complaint she has had is that she wishes the battery life lasted longer as they cannot make it through multiple daily conference calls. I recommend this product, especially for anyone already using apple products throughout their daily life.","02 Jul 2020","Style: AirPods","","Verified Purchase","Surfrider0414","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Kettle sound appears after 5 month of useage","My earpods got kettle sound, noise whenever I put them in my ear, sometimes I sleep wearing them to block the noise out. but I would be woken up by this sharp noises. instead of noise canceling. It's high-pitch noise creating headphons. very disappointing. And you could not find any ways to return or replace them due to covid situation. very bad for Apple to provide this type of expensive but nod good quality product.","02 Jul 2020","Style: AirPods","","Verified Purchase","Megan Lee","2.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Kiki, do you love me?","Bought these for my husband and he LOVES them. Needed to replace is wired ones for all his business calls since he has more from working at home. Loves the noise cancellation feature, as we have a small, echo-y house & a newborn with powerful lungs. The only off thing we noticed is that when he connected the headphones, they were named ""Kiki's headphones""??? Makes me think these were refurbished and ya'll are passing them off as new?? Hmm....","02 Jul 2020","Style: AirPods","","Verified Purchase","Michelle Chico","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"good packaging!","everything was in good condition but the top of the airpod was a bit lose which wasn’t a big deal over all it’s all good","02 Jul 2020","Style: AirPods","","Verified Purchase","marie","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Love it!","Love them! They last a good amount of time and love how it almost fully cancels out the noise going around.","02 Jul 2020","Style: AirPods","","Verified Purchase","Rena’sSunshine","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Basic.","Dunno why these are so expensive, but I guess I need them.","02 Jul 2020","Style: AirPods","","","Rawssan","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Excelente producto","Muy contentaron el servicio y el producto","02 Jul 2020","Style: AirPods","","Verified Purchase","Alan Sanchez Gomez","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Good sound, not so good bass","Sound is good, and I love all the features, like transparency (lets EXTRA noise in) so you can work with them in if you need to be able to hear people. I work around loud machinery so the fact that I can go from this mode to noise cancellation instantly was the selling point for me. Very Simple to use with iPhone. Bass is unimpressive, even turned all the way up on equalizer, which is disappointing. Sound quality still good overall, just doesn’t deliver on the bass. I’ve had much cheaper headphones with better bass so I don’t see why Apple couldn’t have delivered on this.","02 Jul 2020","Style: AirPods","","Verified Purchase","stephanie","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Great Noise Cancellation","These AirPods are great! They are able to cancel almost all noise. It is important to use the correct size earbuds for the best results.","02 Jul 2020","Style: AirPods","","Verified Purchase","Emma Gjesdahl","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Case is cracking","I purchased these in May and they have been a great upgrade from my old AirPods. However today I noticed cracking on the bottom of the case and I'm not sure what's going on with these. I'm not comfortable using these now as I'm afraid it could be a battery issues. They have never been dropped or gotten wet. I never leave them on the charger for longer than an hour at a time.","02 Jul 2020","Style: AirPods","","Verified Purchase","Amazon Customer","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_8?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=8"
"Great quality","Great sound quality! Noise cancellation works great!","02 Jul 2020","Style: AirPods","","Verified Purchase","loves books and kids","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"Very comfortable","noise cancellation is awesome","02 Jul 2020","Style: AirPods","","Verified Purchase","Angie Cox","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"A","A","02 Jul 2020","Style: AirPods","","Verified Purchase","Bryan ciccone","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"Just garbage. DON'T BUY APPLE!","Absolute garbage for $250. After 1 month they have failed to keep charge and connect properly when ready to use. Will ask for another pair to see if 1st pair is defective, but wow $250 for a pair of airpods that quit working after 1 month, that is absurd. I'm an android person so this really infuriates me.","02 Jul 2020","Style: AirPods","","Verified Purchase","john tucker","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"Poor quality","I don’t think the build quality is very good Good noise cancelling though","02 Jul 2020","Style: AirPods","","Verified Purchase","jin","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"Best earbuds out in the market","Loved the airpods, these aren't my first wireless earbuds but these are the best among all of them. Noise cancellation annoys me, so I love the transparency mode. Songs played in the transparency mode are like listening to songs on speakers. I would say battery life isn't very good, I usually take meetings on my airpods and then I use it with my phone. Another thing, I use airpods with my Mac and Samsung phone. It is smooth on both.","01 Jul 2020","Style: AirPods","","Verified Purchase","Arpit Rai","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"Glad I decided to upgrade","I was reluctant to spend more money since I already had airpods, but I’m really glad a splurged. The noise cancellation is very impressive and the sounds quality in general is so good. I was extremely bummed that they weren’t the normal standard size of apple’s earphones, because all brands with the rubber pieces really hurt my ears... however, the smallest rubber pieces fit quite nicely and only bother me if I’m using them over an hour (but I’m a small eared weenie, so most people shouldn’t be bothered.) Love them and worth every penny!","01 Jul 2020","Style: AirPods","","Verified Purchase","Amberlee Manies","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"All I thought it would be and more live my AirPods Pro","Amazing product love it","01 Jul 2020","Style: AirPods","","Verified Purchase","Kimberly","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"Flawless","These are the best headphones on the market if you have a iPhone period.","01 Jul 2020","Style: AirPods","","Verified Purchase","Nikolaychuk, N.","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_getr_d_paging_btm_next_9?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=9"
"Exceptional noise cancellation","Conveniently small charging/carrying case. Decent sound. Great noise cancellation that allows you to switch seamlessly to transparency mode. Good battery life. I would recommend buying it.","01 Jul 2020","Style: AirPods","","Verified Purchase","Stephanie A Flores","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"Make sure they fit","Good sound quality, decent noise cancellation, but the lack of adjustability is driving me crazy. The AirPods Pro don’t fit my ears and hurt like crazy after about an hour of listening. Make sure you test fit some before you buy. I believe if Apple made more ear bud sizes this problem could be easily fixed but for now they only have three sizes.","01 Jul 2020","Style: AirPods","","Verified Purchase","David","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"Cooler","Cool","01 Jul 2020","Style: AirPods","","Verified Purchase","Stacy","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"Worth every penny of it.","Loved the sound. Wish the battery lasted longer for talk. Bring back the two tap answer.","01 Jul 2020","Style: AirPods","","Verified Purchase","Bob","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"Best Bluetooth earbuds I’ve owned","I upgraded from the first AirPods model (no wireless charging case) for the noise cancellation features without having clunky over-the-ear headphones. While they don’t last as long as the other models, these are definitely worth spending the extra $100 over, especially if you consistently use earbuds daily. The only issues I’ve had are dealing with them falling out of my ears on the occasion, that’s likely due to the size of the ear tips.","01 Jul 2020","Style: AirPods","","Verified Purchase","charixards","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"I got suckered again","The majority of my mobile phone time is for business purposes...conference calls, etc. I fell once again for the ""try the latest Apple product! Its the best! You'll love it!"" when by trusty headset died. AirPods are terrible for calls. The battery doesn't last very long, they turn off and on for no reason, and when they do work, its like listening through a coffee can. I gave an extra star (2 instead of one) because they are great for listening to music. The audio quality for music is much better than during phone use.","01 Jul 2020","Style: AirPods","","Verified Purchase","Rich K","2.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"Falta cable","El producto se supone que tenga un cable para recargar y no lo tiene....","01 Jul 2020","Style: AirPods","","Verified Purchase","Ruth M. Feliciano Chaparro","2.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"Good noise suppression poor sound quality","Bluetooth noise cancellation earbuds provides convenience at the cost of audio quality. There is simply no way there are going to beat a good pair of wired headphones. But even I was surprised by just had bad these were. IF you turn off noise cancellation you could get about 85% of the sound quality of my cheap $9 Hypergear earbuds and 70% of my Bowers & Wilkins C5 Series 2.  The active noise cancellation will literally destroy your high end and while EQ could help somewhat it simply can't bring back what is not there. If you are looking for social status or just like helping Apple makes a few more billion then by all means get these. The fit and comfort is outstanding. If you are looking to listen to some good music get a decent pair of wired headphones.","01 Jul 2020","Style: AirPods","","Verified Purchase","Nomad8888","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"Excelente","Pensé que los Airpods eran inmejorables y me equivoqué","01 Jul 2020","Style: AirPods","","Verified Purchase","Ignacio Crespo","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"dont drop one but noise cancelling is amazing","awesome, just don’t drop one. dropped one, only from 4 ft now buzzy and basically half broken But awesome otherwise","01 Jul 2020","Style: AirPods","","Verified Purchase","mocha joe","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_10?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=10"
"Don’t fit, noise cancelling decent","I am an audio engineer so I’ve purchased many, many headphones both wired and wireless and these are kind of a disappointment. The old AirPods fit with no issue but I seem to be somewhere between a large and medium for my right ear and they won’t stay in. The noise cancellation is good but I prefer either my wired noise cancelling Bose earbuds or my over ear Bose headphones as they sound much better and have a design that doesn’t require such a specific fit. They may fit you and you may love them but be aware if you fall into the in between size category these will be practically useless. I might try 3rd party ear tips but as everyone knows the apple vibe is slightly tarnished when you have other parts on them haha shop carefully :)","01 Jul 2020","Style: AirPods","","","F. Fay","2.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_11?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=11"
"impressed with airpods","My son loves his airpods.  They stay charged and are more than I expected,  seller was fast on shipping.","01 Jul 2020","Style: AirPods","","Verified Purchase","Tabatha","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_11?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=11"
